"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.646734847E2,1.097218323E-1,1.047970734E0,9.628277893E0
5.646834497E2,1.285826111E-1,1.074914703E0,9.602381744E0
5.646934157E2,1.686991882E-1,1.029409332E0,9.578730927E0
5.647033807E2,2.148033142E-1,9.912387085E-1,9.585766296E0
5.647133457E2,1.965412903E-1,9.653425598E-1,9.667945404E0
5.647233117E2,1.877096558E-1,9.618997192E-1,9.725126495E0
5.647332767E2,2.384541321E-1,9.449848938E-1,9.710756378E0
5.647432427E2,2.778222656E-1,9.680369568E-1,9.702523499E0
5.647532077E2,2.950364685E-1,9.900411987E-1,9.695039063E0
5.647631737E2,2.757266235E-1,9.886940002E-1,9.665700073E0
5.647731387E2,2.290237427E-1,9.728269958E-1,9.674232330E0
5.647831037E2,2.019300842E-1,1.001118164E0,9.696386261E0
5.647930697E2,1.875599670E-1,1.017733612E0,9.700876923E0
5.648030347E2,1.592687988E-1,1.016087036E0,9.750723267E0
5.648130007E2,1.875599670E-1,1.011746063E0,9.800569611E0
5.648229657E2,2.020797729E-1,1.034199371E0,9.860744476E0
5.648329317E2,1.938468933E-1,1.051712952E0,9.880952454E0
5.648428967E2,1.411564636E-1,1.049467621E0,9.933493195E0
5.648528617E2,1.091230774E-1,1.034199371E0,9.992320862E0
5.648628277E2,1.468446350E-1,1.055305481E0,1.004366409E1
5.648727927E2,1.487905884E-1,1.087338867E0,1.004141876E1
5.648827587E2,8.607101440E-2,1.115031281E0,9.969867554E0
5.648927237E2,2.365081787E-2,1.116977234E0,9.859397278E0
5.649026887E2,5.538482666E-3,1.121767273E0,9.783056030E0
5.649126547E2,2.993774414E-4,1.162033539E0,9.789492645E0
5.649226200E2,-8.382568359E-3,1.155447235E0,9.770182800E0
5.649325860E2,-4.954696655E-2,1.110540619E0,9.730814667E0
5.649425510E2,-4.326004028E-2,1.088835754E0,9.646240540E0
5.649525170E2,1.302291870E-2,1.059646454E0,9.505982208E0
5.649624820E2,4.805007935E-2,1.067280579E0,9.401948547E0
5.649724470E2,1.811233521E-2,1.077908478E0,9.334738312E0
5.649824130E2,-1.407073975E-2,1.091979218E0,9.308842163E0
5.649923780E2,1.631607056E-2,1.106798401E0,9.315877533E0
5.650023440E2,6.421646118E-2,1.093176727E0,9.404942322E0
5.650123090E2,6.661148071E-2,1.044527893E0,9.484427032E0
5.650222740E2,1.258882141E-1,9.770182800E-1,9.626032562E0
5.650322400E2,2.463876343E-1,9.657916260E-1,9.775421906E0
5.650422050E2,2.815644836E-1,9.740245056E-1,9.920919342E0
5.650521710E2,2.776725769E-1,9.313632202E-1,9.991123352E0
5.650621360E2,2.971321106E-1,9.096583557E-1,1.001297791E1
5.650721020E2,2.820135498E-1,9.424401855E-1,1.009919861E1
5.650820670E2,2.561174011E-1,9.768685913E-1,1.018392242E1
5.650920330E2,1.697470093E-1,9.925859070E-1,1.026250900E1
5.651019980E2,1.993853760E-1,9.629475403E-1,1.022119492E1
5.651119630E2,2.893482971E-1,9.636959839E-1,1.009425888E1
5.651219290E2,3.233276367E-1,9.125024414E-1,9.991273041E0
5.651318940E2,3.700305176E-1,9.048683167E-1,9.852062531E0
5.651418600E2,3.656895447E-1,8.922944641E-1,9.754315796E0
5.651518250E2,3.661386108E-1,9.018745422E-1,9.586514740E0
5.651617900E2,3.140469360E-1,9.006770325E-1,9.449998627E0
5.651717560E2,2.326162720E-1,8.903485107E-1,9.399852905E0
5.651817210E2,2.567161560E-1,9.262738037E-1,9.346414032E0
5.651916870E2,2.321672058E-1,9.168434143E-1,9.337732086E0
5.652016520E2,2.402503967E-1,9.258247375E-1,9.356143799E0
5.652116180E2,1.826202393E-1,9.267228699E-1,9.413175201E0
5.652215830E2,9.879455566E-2,8.831634521E-1,9.508077850E0
5.652315480E2,9.894424438E-2,8.867559814E-1,9.574090576E0
5.652415140E2,9.639953613E-2,8.896000671E-1,9.631571045E0
5.652514790E2,1.778302002E-1,8.687933350E-1,9.638456726E0
5.652614450E2,2.752775574E-1,8.515791321E-1,9.658065948E0
5.652714100E2,3.390449524E-1,8.635542297E-1,9.769284668E0
5.652813750E2,3.535647583E-1,8.891510010E-1,9.881551208E0
5.652913410E2,3.415896606E-1,8.948391724E-1,9.952204285E0
5.653013060E2,3.273692322E-1,9.334588623E-1,9.966724091E0
5.653112720E2,3.365002441E-1,9.575587463E-1,9.980944519E0
5.653212370E2,3.397933960E-1,9.608518982E-1,9.999206543E0
5.653312030E2,2.894979858E-1,9.815089417E-1,1.003842499E1
5.653411680E2,2.478845215E-1,9.671388245E-1,1.006985962E1
5.653511330E2,2.157014465E-1,9.898915100E-1,1.012374756E1
5.653610990E2,1.865121460E-1,1.022224274E0,1.021071671E1
5.653710640E2,8.143066406E-2,1.015787659E0,1.025038422E1
5.653810300E2,-3.098556519E-2,9.604028320E-1,1.023317001E1
5.653909950E2,-1.571731567E-2,9.925859070E-1,1.019005966E1
5.654009610E2,2.035766602E-2,1.038690033E0,1.013841705E1
5.654109260E2,-1.766326904E-2,1.058299255E0,1.006282425E1
5.654208910E2,-4.864883423E-2,1.025667114E0,9.976902924E0
5.654308570E2,1.062789917E-2,1.037791901E0,9.885592804E0
5.654408220E2,9.565109253E-2,1.074615326E0,9.803862762E0
5.654507880E2,1.029858398E-1,1.036444702E0,9.782606964E0
