"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.501373917E0,7.589218140E-2,1.650916901E0,9.812395020E0
2.511338917E0,-8.547225952E-2,1.472188568E0,9.659712524E0
2.521304917E0,-2.463876343E-1,8.590635681E-1,9.716893616E0
2.531269917E0,2.137554932E-1,-5.858816528E-1,9.015751648E0
2.541235917E0,4.709207153E-1,-2.131268005E0,8.927584991E0
2.551200917E0,-5.743556213E-1,-1.952539673E0,1.028825546E1
2.561165917E0,2.246827698E-1,-5.141807556E-1,1.151420609E1
2.571131917E0,1.650467834E0,-6.360273743E-1,9.163793793E0
2.581096917E0,-4.495152283E-1,-4.593946838E-1,9.325008545E0
2.591061917E0,3.480262756E-1,2.152523804E-1,1.013527359E1
2.601027917E0,2.384541321E-1,6.661148071E-2,9.850266266E0
2.610992917E0,2.174977112E-1,1.237925720E-1,9.690698090E0
2.620958917E0,3.878434753E-1,9.430389404E-2,9.831704865E0
2.630923917E0,3.203338623E-1,9.610015869E-2,9.885892181E0
2.640888917E0,1.716929626E-1,1.182540894E-1,9.550888824E0
2.650854917E0,2.486329651E-1,7.005432129E-2,9.596244507E0
2.660819917E0,3.376977539E-1,8.951385498E-2,9.836195526E0
2.670784917E0,3.026705933E-1,1.206491089E-1,9.734107819E0
2.680750917E0,3.001258850E-1,1.559756470E-1,9.531279602E0
2.690715917E0,3.067121887E-1,1.070274353E-1,9.731263733E0
2.700681917E0,3.797602844E-1,1.338217163E-1,9.881401520E0
2.710646917E0,3.134481812E-1,1.499880981E-1,9.745633850E0
2.720611917E0,2.767744446E-1,1.669029236E-1,9.724976807E0
2.730577917E0,3.260220337E-1,1.324745178E-1,9.845326538E0
2.740542917E0,4.210743713E-1,1.336720276E-1,9.802964630E0
2.750507917E0,3.755690002E-1,1.562750244E-1,9.749376068E0
2.760473917E0,3.635939026E-1,1.237925720E-1,9.740394745E0
2.770438917E0,3.695814514E-1,9.430389404E-2,9.849218445E0
2.780404917E0,4.016148376E-1,8.337661743E-2,9.843530273E0
2.790369917E0,3.757186890E-1,1.200503540E-1,9.800569611E0
2.800334917E0,4.418811035E-1,9.475296021E-2,9.785151672E0
2.810300917E0,3.881428528E-1,6.586303711E-2,9.860445099E0
2.820265917E0,4.483177185E-1,1.218466187E-1,9.795330505E0
2.830230917E0,3.944297791E-1,1.267863464E-1,9.778565369E0
2.840196917E0,4.459226990E-1,1.011895752E-1,9.838590546E0
2.850161917E0,4.204756165E-1,1.263372803E-1,9.856702881E0
2.860127917E0,4.001179504E-1,1.312770081E-1,9.847122803E0
2.870092917E0,4.246669006E-1,1.703457642E-1,9.815538483E0
2.880057917E0,3.658392334E-1,1.619631958E-1,9.820478210E0
2.890023917E0,4.207749939E-1,1.145118713E-1,9.813592529E0
2.899988917E0,4.278103638E-1,1.537303162E-1,9.854756927E0
2.909953917E0,4.433779907E-1,1.480421448E-1,9.802365875E0
2.919919917E0,4.236190796E-1,1.357676697E-1,9.762548676E0
2.929884917E0,4.646337891E-1,1.212478638E-1,9.829309845E0
2.939850917E0,4.459226990E-1,1.258882141E-1,9.785750427E0
2.949815917E0,4.152365112E-1,1.269360352E-1,9.779762878E0
2.959780917E0,5.162763977E-1,1.299298096E-1,9.746831360E0
2.969746917E0,4.008663940E-1,9.849517822E-2,9.780810699E0
2.979711917E0,4.462220764E-1,6.870712280E-2,9.769434357E0
2.989676917E0,4.041595459E-1,1.423539734E-1,9.797875214E0
2.999642917E0,3.649411011E-1,9.804611206E-2,9.733808441E0
3.009607917E0,3.549119568E-1,9.774673462E-2,9.739346924E0
3.019573917E0,4.077520752E-1,9.535171509E-2,9.726623383E0
3.029538917E0,3.852987671E-1,1.260379028E-1,9.737101593E0
3.039503917E0,2.883004761E-1,1.137634277E-1,9.746531982E0
3.049469917E0,3.230282593E-1,1.318757629E-1,9.739646301E0
3.059435208E0,3.426374817E-1,1.115180969E-1,9.735455017E0
3.069400208E0,3.219804382E-1,1.163081360E-1,9.776918793E0
3.079366208E0,2.495310974E-1,1.522334290E-1,9.773775330E0
3.089331208E0,1.872605896E-1,1.055305481E-1,9.746082916E0
3.099297208E0,2.920426941E-1,7.708969116E-2,1.026116180E1
3.109262208E0,8.117619324E-1,-1.136137390E-1,1.184232376E1
3.119227208E0,-3.487747192E-2,2.372566223E-1,9.954299927E0
3.129193208E0,8.053253174E-2,3.397933960E-1,9.239236908E0
3.139158208E0,-6.677613831E-1,3.402424622E-1,6.347101135E0
3.149123208E0,-1.408570862E-1,3.002755737E-1,9.143286438E0
3.159089208E0,3.263214111E-1,1.077758789E-1,1.126392654E1
3.169054208E0,2.010319519E-1,8.427474976E-2,1.072369995E1
3.179020208E0,9.744735718E-2,1.487905884E-1,9.739795990E0
3.188985208E0,-2.228865051E-1,2.986289978E-1,8.733887787E0
3.198950208E0,-1.005908203E-1,2.853067017E-1,9.122779083E0
3.208916208E0,1.960922241E-2,1.263372803E-1,9.744136963E0
3.218881208E0,1.471440125E-1,6.706054688E-2,1.025667114E1
3.228846208E0,2.841091919E-1,-9.380992126E-1,1.055724609E1
3.238812208E0,3.243754578E-1,-2.174228668E0,1.050874695E1
3.248777208E0,1.731898499E-1,3.561094666E-1,9.736652527E0
3.258743208E0,3.143463135E-2,1.726809082E0,9.222920837E0
3.268708208E0,2.309696960E-1,1.459914093E0,1.036669235E1
3.278673208E0,4.555027771E-1,2.050735474E-2,1.056922119E1
3.288639208E0,1.222956848E-1,1.047821045E-1,9.789492645E0
3.298604208E0,2.258802795E-1,1.293310547E-1,9.430239716E0
3.308569208E0,2.613565063E-1,1.495390320E-1,9.769733734E0
3.318535208E0,2.679428101E-1,3.059637451E-1,9.819729767E0
3.328500208E0,2.758763123E-1,4.251159668E-2,9.801318054E0
3.338466208E0,2.421963501E-1,-2.185455322E-2,9.740993500E0
3.348431208E0,-4.116439819E-2,6.198609924E-1,9.921368408E0
3.358396208E0,-5.393284607E-1,1.526076508E0,9.896220703E0
3.368362208E0,-8.824150085E-1,1.459465027E0,9.953102417E0
3.378327208E0,-9.716294861E-1,8.463400269E-1,9.884544983E0
3.388292208E0,-1.076112213E0,2.749781799E-1,9.765093384E0
3.398258208E0,-7.604187012E-1,-2.243833923E-1,9.825268250E0
3.408223208E0,2.993774414E-4,-5.891748047E-1,9.889784088E0
3.418189208E0,2.042203217E0,-9.894424438E-1,9.980794830E0
3.428154208E0,2.113455048E0,-3.873944092E-1,9.832303619E0
3.438119208E0,9.160949707E-1,9.355545044E-2,9.691446533E0
