"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.162312067E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.971728459E0,4.347726157E0
2.172312015E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.973142036E0,4.355277314E0
2.182311958E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.974484935E0,4.361754970E0
2.192311912E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.975760688E0,4.362697244E0
2.202311859E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.976972653E0,4.376764130E0
2.212311808E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.041593778E0,4.417838040E0
2.222311752E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.250607555E0,4.730570111E0
2.232311698E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.238077177E0,4.541098787E0
2.242311642E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.361844453E0,4.625869757E0
2.252311593E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.343752230E0,4.822014549E0
2.262311541E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,8.326564619E0,4.812856886E0
2.272311485E2,5.233493870E1,4.861815889E0,-2.439060435E-1,1.297928812E0,3.580057678E2,8.310236373E0,5.338262773E0
2.282311432E2,5.233496880E1,4.861841122E0,-3.746701404E-2,3.049951474E0,3.580057678E2,8.294724447E0,5.647682351E0
2.292323331E2,5.233501103E1,4.861814769E0,-3.855590336E-2,4.509470964E0,3.569706116E2,8.279988109E0,5.435211721E0
2.302323297E2,5.233506155E1,4.861812850E0,-1.265905267E-1,5.080981716E0,3.569706116E2,8.265988667E0,5.063029316E0
2.312323072E2,5.233512141E1,4.861827784E0,-5.462469775E-1,5.622026261E0,3.569706116E2,7.883745264E0,6.065653454E0
2.322322962E2,5.233518463E1,4.861819255E0,-9.476408828E-2,6.711402141E0,3.561335754E2,7.537642684E0,5.639600043E0
2.332322863E2,5.233524656E1,4.861802437E0,-6.314498056E-1,7.114839732E0,3.528041687E2,7.138578124E0,5.357926685E0
2.342322568E2,5.233529246E1,4.861805313E0,-8.232894065E-1,6.992362068E0,3.221260955E2,1.131392329E1,4.998947434E0
2.352322402E2,5.233531801E1,4.861564039E0,-1.027232511E0,6.730125080E0,3.078820757E2,6.073589901E0,5.039066611E0
2.362322233E2,5.233534549E1,4.861481896E0,-6.655319901E-1,6.517668800E0,3.009798998E2,5.718780839E0,4.201828557E0
2.372321930E2,5.233533847E1,4.861378009E0,-1.023256509E0,6.450570036E0,2.827349817E2,5.573473160E0,4.453307949E0
2.382321742E2,5.233533832E1,4.861273185E0,-4.379883502E-1,6.950665159E0,2.758007729E2,5.438528747E0,4.143368930E0
2.392321641E2,5.233533501E1,4.861173206E0,-5.279377401E-1,6.881171372E0,2.715188018E2,4.869772884E0,3.642843677E0
2.402321365E2,5.233534064E1,4.861084346E0,-4.810034642E-1,6.147332026E0,2.724141926E2,5.071203238E0,3.622413104E0
2.412321192E2,5.233534333E1,4.861020896E0,-6.078231074E-1,4.793508663E0,2.716827497E2,5.215377405E0,3.648779596E0
2.422321053E2,5.233534342E1,4.860983918E0,-9.059055718E-1,3.210792768E0,2.704584746E2,5.127747469E0,3.513713312E0
2.432320771E2,5.233534060E1,4.860967621E0,-4.481784329E-1,1.940529012E0,2.681738898E2,4.972473304E0,3.246078722E0
2.442320520E2,5.233534561E1,4.860945195E0,-2.752861958E-1,1.700667668E0,2.724130924E2,4.928487725E0,3.000000000E0
2.452320280E2,5.233534808E1,4.860935724E0,-5.733907130E-1,1.169557529E0,2.728902655E2,5.094994353E0,3.164638140E0
2.462320043E2,5.233535570E1,4.860926643E0,-6.127265953E-1,7.518395763E-1,2.772026675E2,5.448797742E0,3.390179205E0
2.472319833E2,5.233535904E1,4.860917507E0,-4.754809709E-1,6.675749083E-1,2.756877904E2,5.316527414E0,3.271001076E0
2.482319609E2,5.233536145E1,4.860918617E0,-3.876331858E-1,3.861386397E-1,2.755640728E2,5.159145431E0,3.098977348E0
2.492319410E2,5.233536384E1,4.860876220E0,-3.521258626E-1,1.844486606E0,2.692382717E2,5.338314191E0,3.180854348E0
2.502319205E2,5.233536664E1,4.860834847E0,-2.774231890E-1,2.587627539E0,2.706507301E2,5.196649763E0,3.276595443E0
2.512319022E2,5.233536555E1,4.860795764E0,-4.183685249E-1,2.730491523E0,2.704462556E2,5.078625615E0,3.179611778E0
2.522318833E2,5.233536670E1,4.860750294E0,-2.287566811E-1,3.024248189E0,2.700747289E2,4.966209744E0,3.173180973E0
2.532318656E2,5.233536588E1,4.860705437E0,-2.163059581E-1,3.116743055E0,2.696781440E2,5.016454017E0,3.167295884E0
2.542318490E2,5.233536290E1,4.860662071E0,-4.429027354E-1,3.047392496E0,2.697171179E2,4.906119268E0,3.032246604E0
